i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
0.531,0.2695,-0.2615,-0.4,0.396,0.004,0.542,0.4255,0.2165,0.2775,0.2795,0.3205,-0.1015,-0.245,0.13
0.5415,0.272,-0.2695,-0.4065,0.4055,0.0015,0.5395,0.424,0.215,0.275,0.2785,0.3175,-0.101,-0.244,0.129
0.5435,0.268,-0.2755,-0.406,0.4095,-0.0035,0.539,0.4245,0.2175,0.2745,0.2795,0.3185,-0.0985,-0.2475,0.1295
0.522,0.2675,-0.2545,-0.3945,0.388,0.0065,0.5465,0.433,0.224,0.2805,0.286,0.327,-0.0995,-0.249,0.1315
0.507,0.269,-0.238,-0.388,0.3725,0.0155,0.5475,0.434,0.2245,0.281,0.2865,0.326,-0.102,-0.2445,0.1295
0.5145,0.27,-0.2445,-0.392,0.3795,0.0125,0.5415,0.4255,0.217,0.2735,0.2795,0.3185,-0.102,-0.2445,0.13
0.5135,0.271,-0.2425,-0.392,0.378,0.0145,0.5405,0.4235,0.214,0.2715,0.279,0.318,-0.1035,-0.2445,0.1305
0.516,0.2675,-0.2485,-0.392,0.3825,0.0095,0.5365,0.4195,0.2115,0.2685,0.2755,0.314,-0.104,-0.243,0.1305
0.5045,0.267,-0.2375,-0.3855,0.371,0.0145,0.5405,0.425,0.216,0.273,0.2785,0.3185,-0.102,-0.2425,0.129
0.492,0.2685,-0.2235,-0.38,0.3575,0.0225,0.5475,0.4335,0.2225,0.2795,0.285,0.327,-0.101,-0.246,0.1295
0.4955,0.2665,-0.229,-0.381,0.362,0.0185,0.5485,0.432,0.2215,0.2785,0.2835,0.325,-0.103,-0.2495,0.131
0.501,0.2685,-0.233,-0.385,0.367,0.018,0.5445,0.427,0.216,0.274,0.2795,0.3205,-0.104,-0.2475,0.129
0.507,0.2715,-0.235,-0.3895,0.371,0.0185,0.5415,0.4255,0.216,0.2725,0.278,0.3195,-0.1025,-0.246,0.1305
0.4955,0.269,-0.2265,-0.3825,0.361,0.0215,0.548,0.431,0.222,0.278,0.283,0.323,-0.104,-0.249,0.128
0.4935,0.2665,-0.227,-0.38,0.3605,0.0195,0.552,0.436,0.2255,0.2815,0.287,0.3285,-0.1025,-0.2525,0.129
0.5,0.2665,-0.2335,-0.3835,0.367,0.0165,0.5495,0.434,0.2255,0.281,0.286,0.325,-0.103,-0.25,0.13
0.504,0.2695,-0.2345,-0.3865,0.369,0.0175,0.5495,0.4335,0.226,0.2825,0.287,0.324,-0.1035,-0.2495,0.128
0.503,0.274,-0.2295,-0.3885,0.3665,0.0225,0.547,0.4315,0.2245,0.28,0.2865,0.324,-0.101,-0.2455,0.1305
0.487,0.275,-0.212,-0.381,0.3495,0.0315,0.5495,0.435,0.2275,0.282,0.2875,0.325,-0.101,-0.246,0.131
0.4745,0.269,-0.2055,-0.372,0.34,0.0315,0.5595,0.449,0.2365,0.2905,0.2955,0.3325,-0.1015,-0.2475,0.1285
0.464,0.2565,-0.2075,-0.36,0.3355,0.0245,0.569,0.4595,0.2435,0.296,0.3,0.3355,-0.105,-0.248,0.1225
0.463,0.2555,-0.207,-0.359,0.335,0.0245,0.573,0.469,0.2495,0.2975,0.3,0.336,-0.1055,-0.2525,0.121
0.486,0.2685,-0.2175,-0.3775,0.3515,0.0255,0.5705,0.476,0.25,0.293,0.2945,0.33,-0.1035,-0.246,0.1185
0.4895,0.28,-0.21,-0.385,0.35,0.035,0.5795,0.4925,0.257,0.2955,0.2935,0.3275,-0.106,-0.2345,0.111
0.486,0.285,-0.201,-0.3855,0.3435,0.042,0.5885,0.5065,0.267,0.2995,0.2955,0.328,-0.1075,-0.2275,0.106
0.513,0.2935,-0.22,-0.403,0.3665,0.037,0.587,0.521,0.277,0.3005,0.292,0.322,-0.106,-0.2195,0.098
0.5125,0.3145,-0.198,-0.4135,0.355,0.058,0.593,0.5425,0.296,0.3095,0.298,0.3265,-0.0995,-0.194,0.094
0.49,0.333,-0.1565,-0.4115,0.3235,0.088,0.617,0.5825,0.3285,0.3275,0.313,0.3385,-0.0965,-0.1795,0.084
0.473,0.343,-0.13,-0.408,0.3015,0.1065,0.649,0.648,0.371,0.3535,0.329,0.3485,-0.097,-0.1725,0.0675
0.4625,0.353,-0.1095,-0.4075,0.286,0.1215,0.6755,0.7045,0.409,0.3745,0.3425,0.3565,-0.093,-0.155,0.0555
0.459,0.3675,-0.0915,-0.4135,0.275,0.138,0.7065,0.763,0.451,0.396,0.3575,0.366,-0.0875,-0.1445,0.0415
0.45,0.381,-0.069,-0.4155,0.2595,0.156,0.7405,0.8095,0.488,0.42,0.3735,0.377,-0.084,-0.1335,0.0265
0.4405,0.3855,-0.0545,-0.413,0.2475,0.1655,0.771,0.8445,0.5175,0.4385,0.385,0.379,-0.0845,-0.1315,0.0075
0.441,0.3895,-0.052,-0.415,0.2465,0.1685,0.807,0.9075,0.5625,0.4685,0.4035,0.386,-0.0775,-0.134,-0.0175
0.439,0.3805,-0.0585,-0.4095,0.2485,0.161,0.8405,0.9675,0.615,0.507,0.427,0.396,-0.067,-0.143,-0.042
0.436,0.3725,-0.0635,-0.4045,0.25,0.1545,0.8575,0.974,0.6395,0.53,0.442,0.4015,-0.0575,-0.1525,-0.055
0.442,0.381,-0.0615,-0.4115,0.252,0.1595,0.8645,0.948,0.666,0.5615,0.4685,0.42,-0.042,-0.154,-0.0605
0.439,0.387,-0.052,-0.413,0.2455,0.1675,0.869,0.911,0.701,0.6015,0.4995,0.437,-0.0245,-0.151,-0.067
0.446,0.4025,-0.0435,-0.424,0.2445,0.1795,0.8645,0.8565,0.7225,0.6355,0.5295,0.454,-0.0025,-0.139,-0.0735
0.4655,0.4155,-0.05,-0.4405,0.2575,0.1825,0.863,0.8,0.753,0.6845,0.57,0.4805,0.026,-0.1335,-0.0805
0.5155,0.442,-0.073,-0.479,0.2945,0.1845,0.842,0.723,0.7855,0.748,0.624,0.5175,0.0715,-0.116,-0.0875
0.5495,0.4795,-0.07,-0.5145,0.31,0.205,0.8065,0.626,0.8215,0.8275,0.6995,0.575,0.129,-0.0865,-0.0925
0.575,0.506,-0.069,-0.5405,0.322,0.2185,0.7825,0.553,0.875,0.9225,0.783,0.638,0.192,-0.0735,-0.098
0.625,0.552,-0.073,-0.588,0.349,0.2395,0.7495,0.4865,0.9455,1.0345,0.8865,0.713,0.2715,-0.0505,-0.109
0.6685,0.5995,-0.069,-0.6335,0.369,0.2655,0.7035,0.3995,1.008,1.153,1.0005,0.8,0.358,-0.0205,-0.112
0.7375,0.6435,-0.094,-0.69,0.4155,0.2745,0.6285,0.28,1.05,1.265,1.112,0.89,0.4555,0.003,-0.105
0.7975,0.6905,-0.107,-0.7435,0.4525,0.2915,0.5445,0.124,1.057,1.36,1.217,0.977,0.5485,0.0385,-0.0925
0.864,0.734,-0.13,-0.7985,0.497,0.302,0.4615,-0.0345,1.0535,1.4465,1.313,1.06,0.634,0.068,-0.075
0.95,0.77,-0.18,-0.8595,0.565,0.295,0.3615,-0.188,1.057,1.5365,1.41,1.1435,0.728,0.084,-0.056
1.0435,0.8075,-0.2355,-0.925,0.6395,0.286,0.249,-0.3485,1.045,1.62,1.5055,1.2245,0.8265,0.101,-0.033
1.13,0.8545,-0.2755,-0.9915,0.7025,0.2895,0.1495,-0.4885,1.048,1.706,1.6035,1.311,0.922,0.1275,-0.0125
1.202,0.9,-0.302,-1.05,0.752,0.299,0.063,-0.607,1.0465,1.7795,1.6905,1.3935,1.009,0.154,0.005
1.2665,0.928,-0.3385,-1.097,0.8025,0.295,-0.0105,-0.714,1.0005,1.792,1.7355,1.453,1.071,0.1695,0.032
1.3285,0.942,-0.3865,-1.1345,0.8575,0.2775,-0.089,-0.8415,0.886,1.7325,1.7255,1.482,1.106,0.176,0.076
1.398,0.9675,-0.43,-1.182,0.914,0.2685,-0.1685,-0.9695,0.769,1.6695,1.7085,1.5025,1.135,0.1875,0.1145
1.4505,1.0055,-0.445,-1.2275,0.9475,0.2805,-0.2265,-1.086,0.693,1.6355,1.712,1.5345,1.16,0.2125,0.1465
1.5415,1.054,-0.4875,-1.2975,1.0145,0.2835,-0.3215,-1.2295,0.6005,1.5895,1.704,1.56,1.191,0.241,0.1905
1.614,1.088,-0.526,-1.3505,1.07,0.281,-0.399,-1.331,0.522,1.5425,1.6895,1.576,1.215,0.267,0.2225
1.632,1.0915,-0.5405,-1.361,1.086,0.2755,-0.4295,-1.3765,0.472,1.505,1.676,1.5875,1.2215,0.2785,0.242
1.655,1.103,-0.552,-1.3785,1.1035,0.2755,-0.47,-1.456,0.377,1.428,1.6325,1.582,1.2095,0.2945,0.2715
1.6605,1.0975,-0.563,-1.3785,1.1115,0.2675,-0.4995,-1.5285,0.258,1.3145,1.553,1.5465,1.169,0.298,0.304
1.6625,1.0545,-0.6075,-1.358,1.135,0.2235,-0.5125,-1.5555,0.146,1.1885,1.45,1.4825,1.108,0.269,0.3305
1.67,1.0315,-0.6385,-1.35,1.1545,0.1965,-0.5385,-1.5985,0.022,1.065,1.353,1.4285,1.0555,0.254,0.359
1.6565,1.022,-0.6345,-1.3385,1.1455,0.194,-0.562,-1.6365,-0.0915,0.9545,1.2725,1.389,1.013,0.2495,0.388
1.6245,0.9905,-0.6345,-1.307,1.1295,0.178,-0.5745,-1.676,-0.2185,0.8295,1.1775,1.3365,0.952,0.2295,0.4195
1.6025,0.956,-0.6465,-1.2785,1.1245,0.1545,-0.601,-1.7275,-0.365,0.69,1.069,1.2735,0.8835,0.2055,0.451
1.5645,0.929,-0.6355,-1.2465,1.1,0.147,-0.637,-1.7975,-0.5275,0.534,0.9515,1.204,0.8105,0.196,0.482
1.507,0.887,-0.62,-1.1965,1.0635,0.1335,-0.66,-1.8675,-0.679,0.392,0.841,1.1375,0.731,0.1705,0.515
1.4435,0.818,-0.6255,-1.1305,1.0345,0.0965,-0.661,-1.8965,-0.805,0.2605,0.732,1.063,0.649,0.119,0.541
1.38,0.737,-0.643,-1.058,1.0115,0.047,-0.6475,-1.888,-0.9125,0.1265,0.612,0.9725,0.5575,0.066,0.56
1.3325,0.6685,-0.664,-1.0,0.9985,0.002,-0.624,-1.8825,-1.02,-0.0065,0.4915,0.8815,0.4645,0.0215,0.5785
1.273,0.6235,-0.6495,-0.948,0.961,-0.013,-0.5985,-1.905,-1.14,-0.142,0.375,0.7975,0.372,-0.0105,0.6
1.2035,0.586,-0.6175,-0.8945,0.9105,-0.0155,-0.57,-1.92,-1.245,-0.2625,0.265,0.72,0.2835,-0.0315,0.6205
1.137,0.543,-0.5945,-0.8395,0.866,-0.0255,-0.5325,-1.914,-1.325,-0.369,0.166,0.6445,0.1985,-0.0465,0.6355
1.075,0.5005,-0.5745,-0.7875,0.8245,-0.0365,-0.4875,-1.862,-1.3455,-0.425,0.101,0.5895,0.1315,-0.068,0.641
1.019,0.4725,-0.5465,-0.745,0.7825,-0.037,-0.431,-1.7795,-1.3205,-0.443,0.069,0.555,0.0865,-0.076,0.6385
0.959,0.4745,-0.485,-0.7165,0.722,-0.005,-0.3595,-1.6615,-1.2425,-0.414,0.0805,0.556,0.064,-0.057,0.6235
0.923,0.4975,-0.4255,-0.71,0.6745,0.036,-0.3,-1.53,-1.138,-0.3515,0.119,0.5795,0.0685,-0.027,0.607
0.92,0.517,-0.403,-0.718,0.6615,0.057,-0.254,-1.424,-1.061,-0.3175,0.1325,0.5775,0.0625,0.002,0.5915
0.9195,0.545,-0.3745,-0.732,0.647,0.0855,-0.208,-1.3,-0.9705,-0.271,0.1545,0.5835,0.065,0.034,0.5735
0.8985,0.5875,-0.311,-0.7425,0.605,0.138,-0.1535,-1.174,-0.87,-0.2085,0.194,0.607,0.0735,0.0795,0.557
0.875,0.612,-0.2635,-0.743,0.569,0.1745,-0.093,-1.0575,-0.7815,-0.162,0.216,0.6115,0.063,0.107,0.5355
0.869,0.623,-0.246,-0.7455,0.5575,0.1885,-0.0455,-0.9385,-0.7,-0.1225,0.233,0.6105,0.0605,0.12,0.5125
0.852,0.625,-0.227,-0.738,0.5395,0.199,-0.0055,-0.8245,-0.6245,-0.0845,0.2505,0.6115,0.06,0.125,0.485
0.825,0.607,-0.218,-0.7155,0.5215,0.194,0.0265,-0.713,-0.5535,-0.0525,0.2625,0.6045,0.0585,0.108,0.4585
0.802,0.5845,-0.2175,-0.693,0.51,0.1835,0.0455,-0.6115,-0.4945,-0.0305,0.2645,0.5885,0.0545,0.0835,0.437
0.7815,0.57,-0.212,-0.675,0.4965,0.179,0.048,-0.531,-0.4475,-0.0135,0.263,0.5725,0.0525,0.062,0.4215
0.764,0.552,-0.212,-0.6575,0.488,0.1695,0.0555,-0.4525,-0.4005,0.005,0.264,0.559,0.055,0.0385,0.407
0.7465,0.523,-0.223,-0.634,0.4845,0.15,0.081,-0.3685,-0.3515,0.023,0.2615,0.5405,0.047,0.0065,0.3915
0.725,0.493,-0.232,-0.6085,0.4785,0.1305,0.1105,-0.2895,-0.306,0.037,0.255,0.5135,0.0335,-0.019,0.3745
0.711,0.4525,-0.258,-0.5815,0.4845,0.097,0.14,-0.2145,-0.264,0.0475,0.2445,0.486,0.0195,-0.052,0.356
0.703,0.4105,-0.2925,-0.5565,0.4975,0.059,0.1745,-0.144,-0.2275,0.051,0.2255,0.4485,-0.0045,-0.0875,0.339
0.673,0.3745,-0.2985,-0.524,0.486,0.038,0.215,-0.0735,-0.191,0.055,0.21,0.414,-0.03,-0.1165,0.3225
0.638,0.3495,-0.2885,-0.494,0.463,0.0305,0.2535,-0.0095,-0.1525,0.0675,0.205,0.3935,-0.05,-0.146,0.3065
0.6085,0.3285,-0.28,-0.4685,0.4445,0.0245,0.293,0.05,-0.1135,0.0835,0.204,0.376,-0.067,-0.17,0.2875
0.5875,0.307,-0.2805,-0.447,0.434,0.013,0.3245,0.101,-0.0835,0.0905,0.196,0.3545,-0.083,-0.1895,0.2735
0.59,0.3025,-0.288,-0.446,0.439,0.0075,0.3445,0.137,-0.064,0.0955,0.187,0.333,-0.0945,-0.196,0.2595
0.572,0.295,-0.277,-0.4335,0.4245,0.009,0.372,0.181,-0.0335,0.108,0.1875,0.3195,-0.105,-0.2015,0.242
0.539,0.2835,-0.2555,-0.411,0.3975,0.014,0.403,0.2265,-0.002,0.121,0.189,0.3085,-0.1175,-0.2135,0.2265
0.52,0.2755,-0.2445,-0.398,0.3825,0.0155,0.4315,0.2675,0.0275,0.139,0.1955,0.305,-0.124,-0.2255,0.2125
0.4975,0.2645,-0.233,-0.381,0.365,0.016,0.456,0.302,0.052,0.1505,0.1985,0.2985,-0.1335,-0.2345,0.2015
0.4955,0.2525,-0.243,-0.374,0.3695,0.0045,0.474,0.3255,0.066,0.1535,0.1935,0.2865,-0.1425,-0.2475,0.192
0.5005,0.245,-0.2555,-0.373,0.378,-0.005,0.4885,0.3475,0.081,0.158,0.191,0.2775,-0.1475,-0.257,0.183
0.4885,0.2445,-0.2435,-0.3665,0.366,0.0005,0.501,0.367,0.0945,0.162,0.19,0.269,-0.155,-0.259,0.1755
0.489,0.2415,-0.2475,-0.365,0.368,-0.003,0.5105,0.383,0.1035,0.164,0.185,0.2585,-0.16,-0.262,0.1675
0.4915,0.2335,-0.258,-0.3625,0.3745,-0.012,0.52,0.4005,0.113,0.1645,0.1805,0.247,-0.1645,-0.2675,0.161
0.485,0.2235,-0.261,-0.3545,0.373,-0.019,0.528,0.417,0.124,0.168,0.18,0.2415,-0.169,-0.2755,0.1555
0.4705,0.212,-0.259,-0.3415,0.365,-0.0235,0.5425,0.438,0.141,0.1775,0.1865,0.243,-0.1725,-0.2825,0.148
0.465,0.203,-0.262,-0.334,0.3635,-0.0295,0.5555,0.4575,0.154,0.184,0.191,0.2425,-0.175,-0.2905,0.143
0.4525,0.2025,-0.2505,-0.3275,0.3515,-0.024,0.5625,0.4695,0.1615,0.187,0.1925,0.2415,-0.1745,-0.2945,0.143
0.45,0.203,-0.247,-0.3265,0.3485,-0.022,0.5645,0.4735,0.165,0.185,0.191,0.238,-0.1755,-0.2945,0.142
0.4805,0.1985,-0.282,-0.3395,0.381,-0.042,0.5545,0.468,0.154,0.174,0.179,0.2255,-0.1765,-0.2965,0.1395
0.4765,0.1945,-0.2815,-0.3355,0.379,-0.0435,0.5545,0.4695,0.152,0.1735,0.1755,0.2225,-0.1775,-0.2985,0.139
0.4625,0.194,-0.268,-0.328,0.3655,-0.037,0.56,0.4775,0.159,0.177,0.1795,0.2245,-0.179,-0.3015,0.1395
0.4475,0.193,-0.254,-0.3205,0.3505,-0.0305,0.5665,0.488,0.166,0.1845,0.1865,0.2285,-0.1795,-0.303,0.1385
0.4365,0.1955,-0.241,-0.316,0.3385,-0.023,0.5745,0.495,0.174,0.19,0.193,0.233,-0.182,-0.305,0.135
0.4605,0.193,-0.2675,-0.3265,0.364,-0.0375,0.574,0.495,0.1725,0.1865,0.1895,0.228,-0.1825,-0.3125,0.1355
0.4695,0.186,-0.2835,-0.328,0.3765,-0.0485,0.5715,0.4905,0.1655,0.18,0.18,0.2195,-0.1855,-0.3155,0.136
0.45,0.186,-0.264,-0.318,0.357,-0.039,0.576,0.4945,0.167,0.1805,0.1795,0.2195,-0.188,-0.308,0.135
0.431,0.2,-0.231,-0.3155,0.331,-0.0155,0.58,0.4995,0.171,0.184,0.181,0.22,-0.1885,-0.295,0.133
0.4285,0.2115,-0.2165,-0.32,0.3225,-0.0025,0.576,0.4985,0.1705,0.1815,0.177,0.214,-0.189,-0.2885,0.131
0.429,0.2035,-0.2255,-0.316,0.327,-0.011,0.58,0.5075,0.1785,0.1885,0.1835,0.219,-0.188,-0.301,0.1305
0.4325,0.1895,-0.243,-0.311,0.3375,-0.0265,0.5905,0.5165,0.1895,0.197,0.1925,0.2275,-0.187,-0.3165,0.132
0.4375,0.191,-0.2465,-0.3145,0.342,-0.0275,0.589,0.5165,0.188,0.194,0.1875,0.224,-0.1875,-0.314,0.136
0.4295,0.202,-0.2275,-0.316,0.3285,-0.0125,0.583,0.5105,0.1805,0.1855,0.1785,0.215,-0.191,-0.306,0.135
0.4185,0.1985,-0.2195,-0.3085,0.319,-0.0105,0.585,0.5095,0.1805,0.1825,0.1745,0.2115,-0.195,-0.3005,0.1325
0.4265,0.194,-0.2325,-0.31,0.3295,-0.0195,0.5775,0.5025,0.173,0.173,0.163,0.202,-0.197,-0.295,0.1325
0.4435,0.1945,-0.249,-0.319,0.346,-0.027,0.5755,0.502,0.171,0.172,0.16,0.1985,-0.1975,-0.2955,0.1305
0.442,0.1945,-0.247,-0.318,0.3445,-0.026,0.5865,0.515,0.1825,0.1825,0.17,0.2085,-0.197,-0.301,0.1275
0.42,0.1905,-0.2295,-0.305,0.325,-0.0195,0.5885,0.5195,0.1865,0.187,0.174,0.2115,-0.197,-0.3025,0.1285
0.4195,0.1835,-0.236,-0.3015,0.328,-0.0265,0.5895,0.5235,0.1885,0.188,0.176,0.213,-0.197,-0.304,0.13
0.4435,0.1825,-0.261,-0.313,0.3525,-0.039,0.5845,0.521,0.1855,0.1815,0.171,0.208,-0.196,-0.3085,0.129
0.467,0.186,-0.281,-0.3265,0.374,-0.0475,0.573,0.5085,0.173,0.169,0.1595,0.1945,-0.196,-0.309,0.1295
0.4615,0.193,-0.2685,-0.327,0.365,-0.0375,0.5765,0.5095,0.174,0.1685,0.1605,0.1955,-0.196,-0.3045,0.13
0.432,0.1905,-0.2415,-0.3115,0.337,-0.0255,0.589,0.52,0.1845,0.1775,0.1695,0.205,-0.1985,-0.3075,0.129
0.421,0.1845,-0.237,-0.3025,0.329,-0.0265,0.595,0.5275,0.19,0.1835,0.1745,0.2125,-0.199,-0.311,0.127
0.421,0.1875,-0.2335,-0.304,0.3275,-0.023,0.6015,0.5345,0.196,0.189,0.1795,0.217,-0.1975,-0.3095,0.128
0.438,0.19,-0.248,-0.314,0.343,-0.029,0.5985,0.532,0.193,0.185,0.1755,0.212,-0.197,-0.3145,0.1285
0.433,0.188,-0.245,-0.3105,0.339,-0.0285,0.5955,0.5305,0.191,0.1815,0.173,0.2085,-0.197,-0.3145,0.1295
0.411,0.185,-0.226,-0.298,0.3185,-0.0205,0.6045,0.538,0.196,0.185,0.1775,0.2125,-0.1995,-0.3165,0.1265
0.415,0.1835,-0.2315,-0.299,0.323,-0.024,0.6065,0.5385,0.194,0.182,0.174,0.2115,-0.2015,-0.3155,0.124
0.4405,0.188,-0.2525,-0.314,0.3465,-0.032,0.5975,0.53,0.185,0.1735,0.1645,0.202,-0.202,-0.3105,0.1255
0.456,0.193,-0.2625,-0.3245,0.3595,-0.035,0.592,0.5245,0.181,0.168,0.16,0.197,-0.2015,-0.3135,0.129
0.457,0.1925,-0.2645,-0.325,0.3605,-0.036,0.59,0.5235,0.18,0.165,0.156,0.194,-0.2015,-0.3105,0.13
0.464,0.186,-0.278,-0.325,0.371,-0.046,0.5885,0.5235,0.178,0.163,0.1535,0.192,-0.202,-0.31,0.129
0.456,0.1795,-0.2765,-0.3175,0.366,-0.0485,0.594,0.529,0.181,0.1665,0.158,0.1965,-0.2015,-0.31,0.128
0.438,0.178,-0.2605,-0.308,0.349,-0.0415,0.5955,0.532,0.183,0.167,0.1585,0.196,-0.203,-0.3045,0.127
0.432,0.1805,-0.252,-0.3065,0.342,-0.0355,0.5975,0.5335,0.186,0.169,0.1595,0.197,-0.2035,-0.3075,0.1275
0.4275,0.183,-0.244,-0.3055,0.3355,-0.0305,0.605,0.5415,0.193,0.1755,0.165,0.2015,-0.205,-0.314,0.1265
0.4185,0.18,-0.239,-0.2995,0.3285,-0.0295,0.6105,0.546,0.1975,0.18,0.1695,0.206,-0.2055,-0.3185,0.129
0.416,0.176,-0.24,-0.296,0.328,-0.032,0.6105,0.546,0.196,0.1785,0.168,0.204,-0.2065,-0.3185,0.129
0.4145,0.171,-0.2435,-0.2925,0.329,-0.0365,0.6065,0.5445,0.1925,0.175,0.1625,0.1975,-0.208,-0.3155,0.126
0.4215,0.1705,-0.251,-0.296,0.3365,-0.0405,0.6,0.538,0.187,0.1705,0.158,0.193,-0.2075,-0.315,0.126
0.427,0.1815,-0.245,-0.3045,0.336,-0.032,0.5985,0.5365,0.1855,0.1685,0.1555,0.1905,-0.208,-0.309,0.126
0.4135,0.181,-0.2325,-0.2975,0.323,-0.026,0.604,0.5435,0.191,0.1745,0.1605,0.195,-0.2095,-0.3105,0.1245
0.4105,0.179,-0.2315,-0.2945,0.321,-0.0265,0.6075,0.5475,0.195,0.176,0.1625,0.196,-0.212,-0.314,0.1235
0.4095,0.181,-0.229,-0.2955,0.319,-0.024,0.612,0.553,0.2,0.18,0.165,0.198,-0.2135,-0.316,0.124
0.407,0.1755,-0.231,-0.291,0.319,-0.028,0.613,0.553,0.1975,0.178,0.1635,0.1955,-0.215,-0.318,0.1235
0.413,0.1765,-0.2365,-0.295,0.325,-0.0295,0.6105,0.548,0.1925,0.1715,0.157,0.19,-0.216,-0.3135,0.125
0.4145,0.1795,-0.235,-0.297,0.325,-0.0275,0.612,0.5505,0.193,0.174,0.157,0.19,-0.2165,-0.313,0.124
0.42,0.178,-0.242,-0.299,0.331,-0.032,0.6115,0.549,0.1905,0.172,0.155,0.1865,-0.218,-0.3165,0.1225
0.4045,0.175,-0.23,-0.29,0.3175,-0.0275,0.615,0.5525,0.1955,0.177,0.1585,0.1895,-0.2205,-0.318,0.123
0.3895,0.175,-0.2145,-0.2825,0.302,-0.0195,0.623,0.5605,0.2035,0.185,0.1645,0.196,-0.2215,-0.3185,0.12
0.393,0.174,-0.219,-0.2835,0.306,-0.0225,0.625,0.5615,0.2035,0.184,0.1625,0.1945,-0.2205,-0.3185,0.121
0.391,0.173,-0.2175,-0.282,0.3045,-0.0225,0.625,0.564,0.2045,0.1825,0.1625,0.1935,-0.2185,-0.3125,0.123
0.3905,0.174,-0.216,-0.2825,0.3035,-0.021,0.6275,0.5675,0.206,0.184,0.166,0.1955,-0.218,-0.314,0.1235
0.3695,0.1705,-0.1995,-0.27,0.2845,-0.0145,0.627,0.569,0.206,0.185,0.1665,0.195,-0.2195,-0.3155,0.1225
0.365,0.1695,-0.1955,-0.267,0.2805,-0.013,0.6235,0.5695,0.2095,0.1835,0.166,0.1945,-0.219,-0.309,0.1205
0.3865,0.1695,-0.217,-0.278,0.302,-0.0235,0.617,0.566,0.206,0.1785,0.161,0.1895,-0.2185,-0.3125,0.121
0.393,0.168,-0.2255,-0.2805,0.309,-0.0285,0.615,0.5625,0.201,0.173,0.1555,0.184,-0.22,-0.318,0.122
0.3925,0.169,-0.2235,-0.281,0.308,-0.027,0.6145,0.5625,0.1995,0.171,0.153,0.182,-0.2205,-0.3185,0.123
0.3905,0.1705,-0.22,-0.2805,0.3055,-0.025,0.615,0.564,0.199,0.1705,0.151,0.181,-0.22,-0.321,0.123
0.3915,0.175,-0.216,-0.2835,0.3035,-0.0205,0.613,0.5625,0.1975,0.168,0.149,0.178,-0.2205,-0.32,0.1235
0.405,0.1815,-0.2235,-0.293,0.314,-0.0205,0.609,0.5595,0.1955,0.1635,0.1455,0.175,-0.2205,-0.315,0.123
0.406,0.179,-0.227,-0.2925,0.3165,-0.024,0.6125,0.561,0.197,0.1635,0.1455,0.1745,-0.224,-0.3175,0.12
0.402,0.18,-0.222,-0.291,0.312,-0.021,0.6165,0.565,0.199,0.166,0.146,0.177,-0.2255,-0.319,0.12
0.394,0.1815,-0.2125,-0.288,0.303,-0.0155,0.625,0.577,0.209,0.1745,0.155,0.1845,-0.2235,-0.325,0.12
0.401,0.179,-0.222,-0.29,0.3115,-0.0215,0.6215,0.5725,0.205,0.169,0.1515,0.178,-0.224,-0.324,0.1215
0.4235,0.1765,-0.247,-0.3,0.3355,-0.0355,0.612,0.5615,0.193,0.1555,0.1405,0.1665,-0.2245,-0.317,0.123
0.4175,0.1725,-0.245,-0.295,0.331,-0.036,0.6195,0.569,0.198,0.1615,0.1455,0.172,-0.226,-0.3195,0.121
0.4215,0.174,-0.247,-0.2975,0.334,-0.0365,0.62,0.5705,0.1965,0.16,0.143,0.172,-0.2255,-0.3195,0.121
0.4225,0.176,-0.2465,-0.299,0.3345,-0.0355,0.621,0.571,0.197,0.1605,0.1415,0.1705,-0.225,-0.32,0.121
0.416,0.1765,-0.2395,-0.296,0.3275,-0.0315,0.626,0.577,0.204,0.166,0.146,0.174,-0.2245,-0.318,0.1195
0.4085,0.172,-0.236,-0.2905,0.322,-0.032,0.622,0.5765,0.2045,0.166,0.146,0.173,-0.225,-0.318,0.12
0.404,0.1735,-0.2305,-0.2885,0.3175,-0.0285,0.624,0.5805,0.2085,0.1695,0.1485,0.175,-0.225,-0.3235,0.1225
0.399,0.1745,-0.2245,-0.287,0.312,-0.025,0.63,0.5845,0.212,0.1715,0.151,0.1775,-0.2245,-0.321,0.122
0.385,0.174,-0.2105,-0.2795,0.298,-0.0185,0.6315,0.5835,0.211,0.172,0.1485,0.1755,-0.2275,-0.314,0.1185
0.374,0.1795,-0.1945,-0.2765,0.284,-0.0075,0.6365,0.59,0.216,0.1765,0.15,0.179,-0.226,-0.312,0.12
0.349,0.171,-0.178,-0.26,0.2635,-0.0035,0.642,0.599,0.223,0.183,0.157,0.1845,-0.2265,-0.3155,0.1185
0.345,0.163,-0.1815,-0.254,0.263,-0.0095,0.641,0.5995,0.2235,0.1815,0.1565,0.183,-0.2285,-0.3215,0.1175
0.35,0.1645,-0.1855,-0.2575,0.2675,-0.0105,0.6405,0.6,0.2245,0.181,0.1545,0.1835,-0.2255,-0.3195,0.1205
0.346,0.1665,-0.18,-0.256,0.263,-0.007,0.6385,0.6,0.223,0.1805,0.1545,0.1825,-0.225,-0.314,0.1225
